segment,maker,model,powertrain,fuel,engine,price,inspection,electric_wh_per_km,hydrogen_km_per_kg
combustion,Toyota,AQUA "X",hybrid,34.3,1.49,2486000,100000,0,0
combustion,Toyota,AQUA "X" E-Four,hybrid,30,1.49,2684000,100000,0,0
combustion,Toyota,AQUA "G",hybrid,33.6,1.49,2654300,100000,0,0
combustion,Toyota,AQUA "G" E-Four,hybrid,30,1.49,2852300,100000,0,0
combustion,Toyota,AQUA "Z",hybrid,33.6,1.49,2824800,100000,0,0
combustion,Toyota,AQUA "Z" E-Four,hybrid,30,1.49,3022800,100000,0,0
combustion,Toyota,YARIS "X",hybrid,36.0,1.49,2249500,95000,0,0
combustion,Toyota,YARIS "X" E-Four,hybrid,30.2,1.49,2473900,95000,0,0
combustion,Toyota,YARIS "X" 2WD,gasoline,20.3,1.49,1848000,95000,0,0
combustion,Toyota,YARIS "X" 4WD,gasoline,18.6,1.49,2061400,95000,0,0
combustion,Toyota,YARIS "X" (6MT),gasoline,19.1,1.49,1771000,95000,0,0
combustion,Toyota,YARIS "G",hybrid,35.8,1.49,2445300,95000,0,0
combustion,Toyota,YARIS "G" E-Four,hybrid,30.2,1.49,2669700,95000,0,0
combustion,Toyota,YARIS "G" 2WD,gasoline,20.0,1.49,2072400,95000,0,0
combustion,Toyota,YARIS "G" 4WD,gasoline,18.6,1.49,2286900,95000,0,0
combustion,Toyota,YARIS "G" (6MT),gasoline,19.1,1.49,1996500,95000,0,0
combustion,Toyota,YARIS "Z",hybrid,35.4,1.49,2669700,95000,0,0
combustion,Toyota,YARIS "Z" E-Four,hybrid,30.2,1.49,2884200,95000,0,0
combustion,Toyota,YARIS "Z" 2WD,gasoline,20.3,1.49,2301200,95000,0,0
combustion,Toyota,YARIS "Z" 4WD,gasoline,18.6,1.49,2515700,95000,0,0
combustion,Toyota,YARIS "Z" (6MT),gasoline,19.1,1.49,2197800,95000,0,0
combustion,Toyota,YARIS CROSS "X",hybrid,30.8,1.49,2510200,105000,0,0
combustion,Toyota,YARIS CROSS "X" E-Four,hybrid,28.6,1.49,2757700,105000,0,0
combustion,Toyota,YARIS CROSS "X" 2WD,gasoline,18.9,1.49,2126300,105000,0,0
combustion,Toyota,YARIS CROSS "X" 4WD,gasoline,17.6,1.49,2373800,105000,0,0
combustion,Toyota,YARIS CROSS "G",hybrid,30.2,1.49,2712600,105000,0,0
combustion,Toyota,YARIS CROSS "G" E-Four,hybrid,28.1,1.49,2960100,105000,0,0
combustion,Toyota,YARIS CROSS "G" 2WD,gasoline,18.8,1.49,2341900,105000,0,0
combustion,Toyota,YARIS CROSS "G" 4WD,gasoline,17.6,1.49,2589400,105000,0,0
combustion,Toyota,YARIS CROSS "Z",hybrid,27.8,1.49,2992000,105000,0,0
combustion,Toyota,YARIS CROSS "Z" E-Four,hybrid,26,1.49,3239500,105000,0,0
combustion,Toyota,YARIS CROSS "Z" 2WD,gasoline,17.9,1.49,2621300,105000,0,0
combustion,Toyota,YARIS CROSS "Z" 4WD,gasoline,16.7,1.49,2984300,105000,0,0
combustion,Toyota,YARIS CROSS "Z Adventure",hybrid,27.8,1.49,3107500,105000,0,0
combustion,Toyota,YARIS CROSS "Z Adventure" E-Four,hybrid,26,1.49,3355000,105000,0,0
combustion,Toyota,YARIS CROSS "Z Adventure" 2WD,gasoline,17.9,1.49,2736800,105000,0,0
combustion,Toyota,YARIS CROSS "Z Adventure" 4WD,gasoline,16.7,1.49,2984300,105000,0,0
combustion,Toyota,RAIZE "X" 2WD,gasoline,20.7,1.196,1800700,100000,0,0
combustion,Toyota,RAIZE "X" 4WD,gasoline,17.4,0.996,2079000,100000,0,0
combustion,Toyota,RAIZE "G",hybrid,28.0,1.196,2263800,100000,0,0
combustion,Toyota,RAIZE "G" 2WD,gasoline,20.7,1.196,1958000,100000,0,0
combustion,Toyota,RAIZE "G" 4WD,gasoline,17.4,0.996,2235200,100000,0,0
combustion,Toyota,RAIZE "Z",hybrid,28.0,1.196,2442000,100000,0,0
combustion,Toyota,RAIZE "Z" 2WD,gasoline,20.7,1.196,2152700,100000,0,0
combustion,Toyota,RAIZE "Z" 4WD,gasoline,17.4,0.996,2413400,100000,0,0
combustion,Toyota,ROOMY "X" 2WD,gasoline,18.4,0.996,1742400,95000,0,0
combustion,Toyota,ROOMY "X" 4WD,gasoline,16.8,0.996,1918400,95000,0,0
combustion,Toyota,ROOMY "G" 2WD,gasoline,18.4,0.996,1939300,95000,0,0
combustion,Toyota,ROOMY "G" 4WD,gasoline,16.8,0.996,2115300,95000,0,0
combustion,Toyota,ROOMY "G-T",gasoline,16.8,0.996,2065800,95000,0,0
combustion,Toyota,ROOMY "CUSTOM G" 2WD,gasoline,18.4,0.996,2118600,95000,0,0
combustion,Toyota,ROOMY "CUSTOM G" 4WD,gasoline,16.8,0.996,2294600,95000,0,0
combustion,Toyota,ROOMY "CUSTOM G-T",gasoline,16.8,0.996,2257200,95000,0,0
combustion,Toyota,PIXIS EPOCH "B SA3" 2WD,gasoline,25.0,0.658,992200,80000,0,0
combustion,Toyota,PIXIS EPOCH "B SA3" 4WD,gasoline,23.2,0.658,1118700,80000,0,0
combustion,Toyota,PIXIS EPOCH "L SA3" 2WD,gasoline,25.0,0.658,1025200,80000,0,0
combustion,Toyota,PIXIS EPOCH "L SA3" 4WD,gasoline,23.2,0.658,1151700,80000,0,0
combustion,Toyota,PIXIS EPOCH "X SA3" 2WD,gasoline,25.0,0.658,1179200,80000,0,0
combustion,Toyota,PIXIS EPOCH "X SA3" 4WD,gasoline,23.2,0.658,1305700,80000,0,0
combustion,Toyota,PIXIS EPOCH "G SA3" 2WD,gasoline,25.0,0.658,1320000,80000,0,0
combustion,Toyota,PIXIS EPOCH "G SA3" 4WD,gasoline,23.2,0.658,1446500,80000,0,0
combustion,Toyota,COROLLA "X" 2WD,hybrid,30.2,1.797,2279200,110000,0,0
combustion,Toyota,COROLLA "X" E-Four,hybrid,28.1,1.797,2493700,110000,0,0
combustion,Toyota,COROLLA "G" 2WD,hybrid,30.2,1.797,2681800,110000,0,0
combustion,Toyota,COROLLA "G" E-Four,hybrid,28.1,1.797,2896300,110000,0,0
combustion,Toyota,COROLLA "W×B" 2WD,hybrid,27.9,1.797,3077800,110000,0,0
combustion,Toyota,COROLLA "W×B" E-Four,hybrid,25.3,1.797,3292300,110000,0,0
combustion,Toyota,COROLLA Touring "X" 2WD,hybrid,29.5,1.797,2359500,110000,0,0
combustion,Toyota,COROLLA Touring "X" E-Four,hybrid,27.8,1.797,2574000,110000,0,0
combustion,Toyota,COROLLA Touring "G" 2WD,hybrid,29.3,1.797,2762100,110000,0,0
combustion,Toyota,COROLLA Touring "G" E-Four,hybrid,27.5,1.797,2976600,110000,0,0
combustion,Toyota,COROLLA Touring "W×B" 2WD,hybrid,27.3,1.797,3128400,110000,0,0
combustion,Toyota,COROLLA Touring "W×B" E-Four,hybrid,24.9,1.797,3342900,110000,0,0
combustion,Toyota,COROLLA CROSS "G" 2WD,hybrid,26.4,1.797,2760000,110000,0,0
combustion,Toyota,COROLLA CROSS "G" E-Four,hybrid,24.6,1.797,3019000,110000,0,0
combustion,Toyota,COROLLA CROSS "S" 2WD,hybrid,26.4,1.797,2980000,110000,0,0
combustion,Toyota,COROLLA CROSS "S" E-Four,hybrid,24.6,1.797,3239000,110000,0,0
combustion,Toyota,COROLLA CROSS "Z" 2WD,hybrid,26.4,1.797,3430000,110000,0,0
combustion,Toyota,COROLLA CROSS "Z" E-Four,hybrid,24.6,1.797,3689000,110000,0,0
combustion,Toyota,COROLLA CROSS "GR SPORT",hybrid,23.3,1.986,3895000,110000,0,0
combustion,Toyota,PRIUS "G" 2WD,hybrid,28.6,1.986,3247300,110000,0,0
combustion,Toyota,PRIUS "G" E-Four,hybrid,26.7,1.986,3447500,110000,0,0
combustion,Toyota,PRIUS "Z" 2WD,hybrid,28.6,1.986,3870500,110000,0,0
combustion,Toyota,PRIUS "Z" E-Four,hybrid,26.7,1.986,4070700,110000,0,0
combustion,Toyota,RAV4 "Z",hybrid,22.5,2.487,4990000,120000,0,0
combustion,Toyota,RAV4 "Adventure",hybrid,22.9,2.487,4500000,120000,0,0
combustion,Toyota,HARRIER "G",hybrid,22.7,2.487,4301000,130000,0,0
combustion,Toyota,HARRIER "G" E-Four,hybrid,22.0,2.487,4521000,130000,0,0
combustion,Toyota,HARRIER "G" 2WD,gasoline,15.8,1.986,37103000,130000,0,0
combustion,Toyota,HARRIER "G" 4WD,gasoline,15.0,1.986,3910500,130000,0,0
combustion,Toyota,HARRIER "Z",hybrid,22.4,2.487,4770700,130000,0,0
combustion,Toyota,HARRIER "Z" E-Four,hybrid,21.7,2.487,4990700,130000,0,0
combustion,Toyota,HARRIER "Z" 2WD,gasoline,15.6,1.986,4180000,130000,0,0
combustion,Toyota,HARRIER "Z" 4WD,gasoline,14.8,1.986,4700300,130000,0,0
combustion,Toyota,LAND CRUISER 70 "AX",diesel,10.1,2.754,4800000,180000,0,0
combustion,Toyota,LAND CRUISER 250 "VX",gasoline,7.5,2.693,5450000,180000,0,0
combustion,Toyota,LAND CRUISER 300 "GX",gasoline,8.0,3.444,5252500,180000,0,0
combustion,Toyota,LAND CRUISER 300 "AX",gasoline,8.0,3.444,5630900,180000,0,0
combustion,Toyota,LAND CRUISER 300 "VX",gasoline,7.9,3.444,6436100,180000,0,0
combustion,Toyota,LAND CRUISER 300 "ZX",diesel,9.7,3.345,7736300,180000,0,0
combustion,Toyota,LAND CRUISER 300 "ZX",gasoline,7.9,3.444,7436000,180000,0,0
combustion,Toyota,LAND CRUISER 300 "GR SPORT",diesel,9.7,3.345,8136700,180000,0,0
combustion,Toyota,LAND CRUISER 300 "GR SPORT",gasoline,7.9,3.444,7836400,180000,0,0
combustion,Toyota,ALPHARD "X",hybrid,18.9,2.487,5100000,150000,0,0
combustion,Toyota,ALPHARD "X" E-Four,hybrid,17.5,2.487,5320000,150000,0,0
combustion,Toyota,ALPHARD "Z",hybrid,18.6,2.487,6350000,150000,0,0
combustion,Toyota,ALPHARD "Z" E-Four,hybrid,17.2,2.487,6570000,150000,0,0
combustion,Toyota,ALPHARD "Z" 2WD,gasoline,10.9,2.493,5550000,150000,0,0
combustion,Toyota,ALPHARD "Z" 4WD,gasoline,10.4,2.493,5748000,150000,0,0
combustion,Toyota,ALPHARD "Executive Lounge",hybrid,17.5,2.487,8600000,150000,0,0
combustion,Toyota,ALPHARD "Executive Lounge" E-Four,hybrid,16.5,2.487,8820000,150000,0,0
combustion,Toyota,VELLFIRE "Z Premier",hybrid,18.6,2.487,7050000,150000,0,0
combustion,Toyota,VELLFIRE "Z Premier" E-Four,hybrid,17.2,2.487,7270000,150000,0,0
combustion,Toyota,VELLFIRE "Z Premier" 2WD,gasoline,10.9,2.393,6700000,150000,0,0
combustion,Toyota,VELLFIRE "Z Premier" 4WD,gasoline,10.4,2.393,6898000,150000,0,0
combustion,Toyota,VELLFIRE "Executive Lounge",hybrid,17.5,2.487,8800000,150000,0,0
combustion,Toyota,VELLFIRE "Executive Lounge" E-Four,hybrid,16.5,2.487,9020000,150000,0,0
combustion,Toyota,NOAH "X",hybrid,23.4,1.797,3182300,120000,0,0
combustion,Toyota,NOAH "X" E-Four,hybrid,22.0,1.797,3402300,120000,0,0
combustion,Toyota,NOAH "X" 2WD,gasoline,15.0,1.986,2830300,120000,0,0
combustion,Toyota,NOAH "X" 4WD,gasoline,14.2,1.986,3028300,120000,0,0
combustion,Toyota,NOAH "S-G",hybrid,23.0,1.797,3545300,120000,0,0
combustion,Toyota,NOAH "S-G" E-Four,hybrid,22.0,1.797,3765300,120000,0,0
combustion,Toyota,NOAH "S-G" 2WD,gasoline,14.8,1.986,3195500,120000,0,0
combustion,Toyota,NOAH "S-G" 4WD,gasoline,14.1,1.986,3293500,120000,0,0
combustion,Toyota,NOAH "S-Z",hybrid,23.0,1.797,3929200,120000,0,0
combustion,Toyota,NOAH "S-Z" E-Four,hybrid,22.0,1.797,4149200,120000,0,0
combustion,Toyota,NOAH "S-Z" 2WD,gasoline,14.8,1.986,3579400,120000,0,0
combustion,Toyota,NOAH "S-Z" 4WD,gasoline,14.1,1.986,3777400,120000,0,0
combustion,Toyota,VOXY "S-G",hybrid,23.0,1.797,3595900,120000,0,0
combustion,Toyota,VOXY "S-G" E-Four,hybrid,22.0,1.797,3815900,120000,0,0
combustion,Toyota,VOXY "S-G" 2WD,gasoline,14.8,1.986,3246100,120000,0,0
combustion,Toyota,VOXY "S-G" 4WD,gasoline,14.1,1.986,3444100,120000,0,0
combustion,Toyota,VOXY "S-Z",hybrid,23.0,1.797,3999600,120000,0,0
combustion,Toyota,VOXY "S-Z" E-Four,hybrid,22.0,1.797,4219600,120000,0,0
combustion,Toyota,VOXY "S-Z" 2WD,gasoline,14.8,1.986,3649800,120000,0,0
combustion,Toyota,VOXY "S-Z" 4WD,gasoline,14.1,1.986,3847800,120000,0,0
combustion,Toyota,SIENTA "X",hybrid,28.0,1.490,2479400,105000,0,0
combustion,Toyota,SIENTA "X" E-Four,hybrid,24.8,1.490,2677400,105000,0,0
combustion,Toyota,SIENTA "X" 2WD,gasoline,18.3,1.490,2117500,105000,0,0
combustion,Toyota,SIENTA "G",hybrid,27.6,1.490,2814900,105000,0,0
combustion,Toyota,SIENTA "G" E-Four,hybrid,24.8,1.490,3012900,105000,0,0
combustion,Toyota,SIENTA "G" 2WD,gasoline,18.3,1.490,2464000,105000,0,0
combustion,Toyota,SIENTA "Z",hybrid,27.6,1.490,3124000,105000,0,0
combustion,Toyota,SIENTA "Z" E-Four,hybrid,24.8,1.490,3322000,105000,0,0
combustion,Toyota,SIENTA "Z" 2WD,gasoline,18.3,1.490,2773100,105000,0,0
combustion,Toyota,CROWN "Z",hybrid,18.0,2.487,7300000,140000,0,0
combustion,Toyota,CROWN CROSSOVER "G",hybrid,22.4,2.487,5150000,140000,0,0
combustion,Toyota,CROWN CROSSOVER "Z",hybrid,22.2,2.487,5950000,140000,0,0
combustion,Toyota,CROWN CROSSOVER "RS",hybrid,15.7,2.393,6700000,140000,0,0
combustion,Toyota,CROWN SPORT "G",hybrid,21.3,2.487,5200000,145000,0,0
combustion,Toyota,CROWN SPORT "Z",hybrid,21.3,2.487,5900000,145000,0,0
combustion,Toyota,CROWN ESTATE "Z",hybrid,20.3,2.487,6350000,145000,0,0
combustion,Toyota,CENTURY SEDAN,hybrid,11.2,4.968,23000000,250000,0,0
combustion,Toyota,GR YARIS "RZ" (6MT),gasoline,12.4,1.618,4537200,110000,0,0
combustion,Toyota,GR YARIS "RZ" (GR-DAT),gasoline,10.8,1.618,4887200,110000,0,0
combustion,Toyota,GR YARIS "RZ High performance" (6MT),gasoline,12.4,1.618,5037200,110000,0,0
combustion,Toyota,GR YARIS "RZ High performance" (GR-DAT),gasoline,10.8,1.618,5387200,110000,0,0
combustion,Toyota,GR YARIS "RZ High performance + Aero performance package" (6MT),gasoline,12.4,1.618,5532200,110000,0,0
combustion,Toyota,GR YARIS "RZ High performance + Aero performance package" (GR-DAT),gasoline,10.8,1.618,5882200,110000,0,0
combustion,Toyota,GR86 "RC",gasoline,12.0,2.387,2936000,120000,0,0
combustion,Toyota,GR86 "SZ" (6AT),gasoline,11.8,2.387,3293000,120000,0,0
combustion,Toyota,GR86 "SZ" (6MT),gasoline,12.0,2.387,3195000,120000,0,0
combustion,Toyota,GR86 "RZ" (6AT),gasoline,11.7,2.387,3616000,120000,0,0
combustion,Toyota,GR86 "RZ" (6MT),gasoline,11.9,2.387,3518000,120000,0,0
combustion,Toyota,GR COROLLA "R" (6MT),gasoline,12.4,1.618,5680000,110000,0,0
combustion,Toyota,GR COROLLA "R" (GR-DAT),gasoline,10.4,1.618,5980000,110000,0,0
combustion,Toyota,SUPRA "SZ",gasoline,14.5,1.998,4995000,140000,0,0
combustion,Toyota,SUPRA "SZ-R",gasoline,14.0,1.998,6013000,140000,0,0
combustion,Toyota,SUPRA "RZ" (6MT),gasoline,11.1,2.997,8000000,140000,0,0
combustion,Toyota,SUPRA "RZ" (8AT),gasoline,12.2,2.997,8000000,140000,0,0
combustion,Lexus,LBX "Elegant" FF,hybrid,28.0,1.490,4200000,110000,0,0
combustion,Lexus,LBX "Elegant" E-Four,hybrid,26.4,1.490,4460000,110000,0,0
combustion,Lexus,LBX "Active" FF,hybrid,27.7,1.490,4400000,110000,0,0
combustion,Lexus,LBX "Active" E-Four,hybrid,26.2,1.490,4660000,110000,0,0
combustion,Lexus,LBX "Relax" FF,hybrid,27.7,1.490,4600000,110000,0,0
combustion,Lexus,LBX "Relax" E-Four,hybrid,26.2,1.490,4860000,110000,0,0
combustion,Lexus,LBX "Cool" FF,hybrid,27.7,1.490,4600000,110000,0,0
combustion,Lexus,LBX "Cool" E-Four,hybrid,26.2,1.490,4860000,110000,0,0
combustion,Lexus,LBX "Bespoke Build" FF,hybrid,27.7,1.490,5500000,110000,0,0
combustion,Lexus,LBX "Bespoke Build" E-Four,hybrid,26.2,1.490,5760000,110000,0,0
combustion,Lexus,UX 300h "version C" FWD,hybrid,26.3,1.986,4903000,120000,0,0
combustion,Lexus,UX 300h "version C" AWD,hybrid,25.2,1.986,5168000,120000,0,0
combustion,Lexus,UX 300h "F SPORT" FWD,hybrid,24.7,1.986,5341000,120000,0,0
combustion,Lexus,UX 300h "F SPORT" AWD,hybrid,23.4,1.986,5606000,120000,0,0
combustion,Lexus,UX 300h "version L" FWD,hybrid,26.3,1.986,5492000,120000,0,0
combustion,Lexus,UX 300h "version L" AWD,hybrid,25.0,1.986,5757000,120000,0,0
combustion,Lexus,NX 350 "OVERTRAIL",gasoline,11.7,2.393,6506000,130000,0,0
combustion,Lexus,NX 350 "F SPORT",gasoline,11.7,2.393,6306000,130000,0,0
combustion,Lexus,NX 350h "OVERTRAIL",hybrid,20.1,2.487,6876000,135000,0,0
combustion,Lexus,NX 350h "F SPORT" FF,hybrid,20.9,2.487,6406000,135000,0,0
combustion,Lexus,NX 350h "F SPORT" AWD,hybrid,19.9,2.487,6676000,135000,0,0
combustion,Lexus,NX 350h "version L" FF,hybrid,20.9,2.487,6376000,135000,0,0
combustion,Lexus,NX 350h "version L" AWD,hybrid,19.9,2.487,6646000,135000,0,0
combustion,Lexus,RX 350 "F SPORT",gasoline,11.2,2.393,7130000,140000,0,0
combustion,Lexus,RX 350 "version L" FF,gasoline,11.8,2.393,6680000,140000,0,0
combustion,Lexus,RX 350 "version L" AWD,gasoline,11.2,2.393,7090000,140000,0,0
combustion,Lexus,RX 350h "version L" FF,hybrid,20.3,2.487,7600000,140000,0,0
combustion,Lexus,RX 350h "version L" AWD,hybrid,18.7,2.487,8110000,140000,0,0
combustion,Lexus,RX 500h "F SPORT Performance",gasoline,14.3,2.393,9030000,140000,0,0
combustion,Lexus,GX 550 "OVERTRAIL+",gasoline,8.1,3.444,11950000,160000,0,0
combustion,Lexus,GX 550 "version L",gasoline,8.1,3.444,12700000,160000,0,0
combustion,Lexus,LX 600 "OVERTRAIL+",gasoline,8.1,3.444,14900000,160000,0,0
combustion,Lexus,LX 600,gasoline,8.0,3.444,14500000,160000,0,0
combustion,Lexus,LX 600 "EXECUTIVE",gasoline,8.0,3.444,20000000,160000,0,0
combustion,Lexus,LX 700h "OVERTRAIL+",hybrid,9.3,3.444,15900000,160000,0,0
combustion,Lexus,LX 700h,hybrid,9.3,3.444,15900000,160000,0,0
combustion,Lexus,LX 700h "EXECUTIVE",hybrid,9.3,3.444,21000000,160000,0,0
combustion,Lexus,IS 300h "version L",hybrid,17.6,2.493,6100000,125000,0,0
combustion,Lexus,IS 300h "F SPORT Mode Black V",hybrid,17.6,2.493,6750000,125000,0,0
combustion,Lexus,IS 300h "F SPORT",hybrid,17.6,2.493,6350000,125000,0,0
combustion,Lexus,LS 500 "l package" FR,gasoline,10.1,3.444,11110000,180000,0,0
combustion,Lexus,LS 500 "l package" AWD,gasoline,9.5,3.444,11590000,180000,0,0
combustion,Lexus,LS 500 "F SPORT" FR,gasoline,10.1,3.444,12330000,180000,0,0
combustion,Lexus,LS 500 "F SPORT" AWD,gasoline,9.5,3.444,12810000,180000,0,0
combustion,Lexus,LS 500 "version L" FR,gasoline,10.1,3.444,14110000,180000,0,0
combustion,Lexus,LS 500 "version L" AWD,gasoline,9.5,3.444,14590000,180000,0,0
combustion,Lexus,LS 500 "EXECUTIVE" FR,gasoline,10.1,3.444,15790000,180000,0,0
combustion,Lexus,LS 500 "EXECUTIVE" AWD,gasoline,9.5,3.444,16270000,180000,0,0
combustion,Lexus,LS 500h "l package" FR,hybrid,13.6,3.456,12570000,180000,0,0
combustion,Lexus,LS 500h "l package" AWD,hybrid,12.5,3.456,13050000,180000,0,0
combustion,Lexus,LS 500h "F SPORT" FR,hybrid,13.6,3.456,13790000,180000,0,0
combustion,Lexus,LS 500h "F SPORT" AWD,hybrid,12.5,3.456,14270000,180000,0,0
combustion,Lexus,LS 500h "version L" FR,hybrid,13.6,3.456,15570000,180000,0,0
combustion,Lexus,LS 500h "version L" AWD,hybrid,12.5,3.456,16050000,180000,0,0
combustion,Lexus,LS 500h "EXECUTIVE" FR,hybrid,13.6,3.456,17250000,180000,0,0
combustion,Lexus,LS 500h "EXECUTIVE" AWD,hybrid,12.5,3.456,17730000,180000,0,0
combustion,Lexus,LC 500 "Convertible",gasoline,8.0,4.968,15550000,200000,0,0
combustion,Lexus,LC 500 "L package",gasoline,8.4,4.968,14100000,200000,0,0
combustion,Lexus,LC 500,gasoline,8.4,4.968,14100000,200000,0,0
combustion,Lexus,LC 500 "S package",gasoline,8.4,4.968,14930000,200000,0,0
combustion,Lexus,LC 500h "L package",hybrid,14.4,3.456,14550000,200000,0,0
combustion,Lexus,LC 500h,hybrid,14.4,3.456,14550000,200000,0,0
combustion,Lexus,LC 500h "S package",hybrid,14.4,3.456,15380000,200000,0,0
combustion,Lexus,LM 500h "version L",hybrid,13.8,2.393,15200000,150000,0,0
