segment,maker,model,powertrain,fuel,engine,price,inspection,electric_wh_per_km,hydrogen_km_per_kg
combustion,Lexus,LM 500h "EXECUTIVE",hybrid,13.3,2.393,20300000,150000,0,0
combustion,Daihatsu,COPEN "Robe" CVT,gasoline,19.2,0.658,1983300,85000,0,0
combustion,Daihatsu,COPEN "Robe" (5MT),gasoline,18.6,0.658,2038300,85000,0,0
combustion,Daihatsu,COPEN "Robe S" CVT,gasoline,19.2,0.658,2196700,85000,0,0
combustion,Daihatsu,COPEN "Robe S" (5MT),gasoline,18.6,0.658,2251700,85000,0,0
combustion,Daihatsu,COPEN "Cero" CVT,gasoline,19.2,0.658,2040500,85000,0,0
combustion,Daihatsu,COPEN "Cero" (5MT),gasoline,18.6,0.658,2095500,85000,0,0
combustion,Daihatsu,COPEN "Cero S" CVT,gasoline,19.2,0.658,2255000,85000,0,0
combustion,Daihatsu,COPEN "Cero S" (5MT),gasoline,18.6,0.658,2310000,85000,0,0
combustion,Daihatsu,COPEN "GR SPORT" CVT,gasoline,19.2,0.658,2501400,85000,0,0
combustion,Daihatsu,COPEN "GR SPORT" (5MT),gasoline,18.6,0.658,2556400,85000,0,0
combustion,Daihatsu,MIRA e:S "B SA3" 2WD,gasoline,35.2,0.658,992200,80000,0,0
combustion,Daihatsu,MIRA e:S "B SA3" 4WD,gasoline,32.2,0.658,1118700,80000,0,0
combustion,Daihatsu,MIRA e:S "L SA3" 2WD,gasoline,35.2,0.658,1025200,80000,0,0
combustion,Daihatsu,MIRA e:S "L SA3" 4WD,gasoline,32.2,0.658,1151700,80000,0,0
combustion,Daihatsu,MIRA e:S "G SA3" 2WD,gasoline,34.2,0.658,1179200,80000,0,0
combustion,Daihatsu,MIRA e:S "G SA3" 4WD,gasoline,32.2,0.658,1305700,80000,0,0
combustion,Daihatsu,MIRA e:S "X SA3" 2WD,gasoline,34.2,0.658,1320000,80000,0,0
combustion,Daihatsu,MIRA e:S "X SA3" 4WD,gasoline,32.2,0.658,1446500,80000,0,0
combustion,Daihatsu,TAFT "X" 2WD,gasoline,21.4,0.658,1419000,100000,0,0
combustion,Daihatsu,TAFT "X" 4WD,gasoline,21.1,0.658,1545500,100000,0,0
combustion,Daihatsu,TAFT "X turbo" 2WD,gasoline,21.3,0.658,1512500,100000,0,0
combustion,Daihatsu,TAFT "X turbo" 4WD,gasoline,21.1,0.658,1639000,100000,0,0
combustion,Daihatsu,TAFT "G" 2WD,gasoline,21.4,0.658,1606000,100000,0,0
combustion,Daihatsu,TAFT "G" 4WD,gasoline,21.1,0.658,1732500,100000,0,0
combustion,Daihatsu,TAFT "G turbo" 2WD,gasoline,21.3,0.658,1688500,100000,0,0
combustion,Daihatsu,TAFT "G turbo" 4WD,gasoline,21.1,0.658,1815000,100000,0,0
combustion,Daihatsu,MOVE "L" 2WD,gasoline,25.3,0.658,1358500,80000,0,0
combustion,Daihatsu,MOVE "L" 4WD,gasoline,23.8,0.658,1485000,80000,0,0
combustion,Daihatsu,MOVE "X" 2WD,gasoline,25.3,0.658,1490500,80000,0,0
combustion,Daihatsu,MOVE "X" 4WD,gasoline,23.8,0.658,1617000,80000,0,0
combustion,Daihatsu,MOVE "G" 2WD,gasoline,25.3,0.658,1716000,80000,0,0
combustion,Daihatsu,MOVE "G" 4WD,gasoline,23.8,0.658,1842500,80000,0,0
combustion,Daihatsu,MOVE "RS" 2WD,gasoline,24.3,0.658,1897500,80000,0,0
combustion,Daihatsu,MOVE "RS" 4WD,gasoline,23.0,0.658,2024000,80000,0,0
combustion,Daihatsu,MOVE CANBUS "X" 2WD,gasoline,25.7,0.658,1573000,80000,0,0
combustion,Daihatsu,MOVE CANBUS "X" 4WD,gasoline,24.7,0.658,1699500,80000,0,0
combustion,Daihatsu,MOVE CANBUS "G" 2WD,gasoline,25.7,0.658,1754500,80000,0,0
combustion,Daihatsu,MOVE CANBUS "G" 4WD,gasoline,24.7,0.658,1881000,80000,0,0
combustion,Daihatsu,MOVE CANBUS "G turbo" 2WD,gasoline,25.2,0.658,1881000,80000,0,0
combustion,Daihatsu,MOVE CANBUS "G turbo" 4WD,gasoline,24.5,0.658,2007500,80000,0,0
combustion,Daihatsu,TANTO "L" 2WD,gasoline,26.4,0.658,1485000,80000,0,0
combustion,Daihatsu,TANTO "L" 4WD,gasoline,25.1,0.658,1611500,80000,0,0
combustion,Daihatsu,TANTO "X" 2WD,gasoline,26.4,0.658,1617000,80000,0,0
combustion,Daihatsu,TANTO "X" 4WD,gasoline,25.1,0.658,1738000,80000,0,0
combustion,Daihatsu,TANTO "X turbo" 2WD,gasoline,24.3,0.658,1732500,80000,0,0
combustion,Daihatsu,TANTO "X turbo" 4WD,gasoline,24.3,0.658,1853500,80000,0,0
combustion,Daihatsu,TANTO CUSTOM "X" 2WD,gasoline,26.4,0.658,1870000,80000,0,0
combustion,Daihatsu,TANTO CUSTOM "X" 4WD,gasoline,25.1,0.658,1991000,80000,0,0
combustion,Daihatsu,TANTO CUSTOM "RS" 2WD,gasoline,24.3,0.658,1963500,80000,0,0
combustion,Daihatsu,TANTO CUSTOM "RS" 4WD,gasoline,24.3,0.658,2084500,80000,0,0
combustion,Daihatsu,TANTO FUNCROSS 2WD,gasoline,21.9,0.658,1809500,80000,0,0
combustion,Daihatsu,TANTO FUNCROSS 4WD,gasoline,21.4,0.658,1930500,80000,0,0
combustion,Daihatsu,TANTO FUNCROSS TURBO 2WD,gasoline,20.6,0.658,1903000,80000,0,0
combustion,Daihatsu,TANTO FUNCROSS TURBO 4WD,gasoline,19.6,0.658,2024000,80000,0,0
combustion,Daihatsu,ROCKY "L" 2WD,gasoline,20.7,1.196,1761100,100000,0,0
combustion,Daihatsu,ROCKY "L" 4WD,gasoline,17.4,0.996,2038400,100000,0,0
combustion,Daihatsu,ROCKY "X" 2WD,gasoline,20.7,1.196,1951400,100000,0,0
combustion,Daihatsu,ROCKY "X" 4WD,gasoline,17.4,0.996,2187900,100000,0,0
combustion,Daihatsu,ROCKY "X HEV" 2WD,hybrid,28.0,1.196,2216500,100000,0,0
combustion,Daihatsu,ROCKY "X HEV" 4WD,hybrid,17.4,1.196,2253900,100000,0,0
combustion,Daihatsu,ROCKY "Premium G" 2WD,gasoline,20.7,1.196,2171400,100000,0,0
combustion,Daihatsu,ROCKY "Premium G" 4WD,gasoline,17.4,0.996,2432100,100000,0,0
combustion,Daihatsu,ROCKY "Premium G HEV" 2WD,hybrid,28.0,1.196,2460700,100000,0,0
combustion,Daihatsu,ROCKY "Premium G HEV" 4WD,hybrid,17.4,1.196,2481600,100000,0,0
combustion,Daihatsu,THOR "X" 2WD,gasoline,18.4,0.996,1742400,100000,0,0
combustion,Daihatsu,THOR "X" 4WD,gasoline,16.8,0.996,1918400,100000,0,0
combustion,Daihatsu,THOR "G" 2WD,gasoline,18.4,0.996,1939300,100000,0,0
combustion,Daihatsu,THOR "G" 4WD,gasoline,16.8,0.996,2115300,100000,0,0
combustion,Daihatsu,THOR "G" TURBO,gasoline,16.8,0.996,2065800,100000,0,0
combustion,Daihatsu,THOR "CUSTOM G" 2WD,gasoline,18.4,0.996,2118600,100000,0,0
combustion,Daihatsu,THOR "CUSTOM G" 4WD,gasoline,16.8,0.996,2294600,100000,0,0
combustion,Daihatsu,THOR "CUSTOM G" TURBO,gasoline,16.8,0.996,2257200,100000,0,0
combustion,Honda,N-BOX FF,gasoline,21.6,0.658,1739100,80000,0,0
combustion,Honda,N-BOX 4WD,gasoline,19.4,0.658,1872200,80000,0,0
combustion,Honda,N-BOX "Joy" FF,gasoline,21.3,0,1982200,80000,0,0
combustion,Honda,N-BOX "Joy" 4WD,gasoline,19.3,0.658,2115300,80000,0,0
combustion,Honda,N-BOX "Joy" TURBO FF,gasoline,20.2,0.658,2191200,80000,0,0
combustion,Honda,N-BOX "Joy"  TURBO 4WD,gasoline,18.4,0.658,2324300,80000,0,0
combustion,Honda,N-BOX "CUSTOM" FF,gasoline,21.5,0.658,1923900,80000,0,0
combustion,Honda,N-BOX "CUSTOM" 4WD,gasoline,19.4,0.658,2057000,80000,0,0
combustion,Honda,N-BOX "CUSTOM" turbo FF,gasoline,20.3,0.658,2129600,80000,0,0
combustion,Honda,N-BOX "CUSTOM"  turbo 4WD,gasoline,18.4,0.658,2262700,80000,0,0
combustion,Honda,N-WGN "L" FF,gasoline,23.0,0.658,1576300,80000,0,0
combustion,Honda,N-WGN "L" 4WD,gasoline,20.7,0.658,1721500,80000,0,0
combustion,Honda,N-WGN CUSTOM "L" FF,gasoline,23.1,0.658,1794100,80000,0,0
combustion,Honda,N-WGN CUSTOM "L" 4WD,gasoline,20.6,0.658,1939300,80000,0,0
combustion,Honda,N-WGN CUSTOM "L TURBO" FF,gasoline,21.7,0.658,1912900,80000,0,0
combustion,Honda,N-WGN CUSTOM "L TURBO" 4WD,gasoline,19.5,0.658,2058100,80000,0,0
combustion,Honda,N-ONE "Original" FF,gasoline,23.2,0.658,1767700,80000,0,0
combustion,Honda,N-ONE "Original" 4WD,gasoline,21.0,0.658,1912900,80000,0,0
combustion,Honda,N-ONE "Premium" FF,gasoline,23.2,0.658,1966800,80000,0,0
combustion,Honda,N-ONE "Premium" 4WD,gasoline,21.0,0.658,2112000,80000,0,0
combustion,Honda,N-ONE "RS",gasoline,21.6,0.658,2278100,80000,0,0
combustion,Honda,N-ONE "Premium Tourer" FF,gasoline,21.9,0.658,2173600,80000,0,0
combustion,Honda,N-ONE "Premium Tourer" 4WD,gasoline,19.8,0.658,2318800,80000,0,0
combustion,Honda,N-VAN "G" (6MT) FF,gasoline,19.2,0.658,1498200,80000,0,0
combustion,Honda,N-VAN "G" (6MT) 4WD,gasoline,17.2,0.658,1643400,80000,0,0
combustion,Honda,N-VAN "G" FF,gasoline,18.8,0.658,1498200,80000,0,0
combustion,Honda,N-VAN "G" 4WD,gasoline,16.6,0.658,1643400,80000,0,0
combustion,Honda,N-VAN "L" FF,gasoline,18.8,0.658,1648900,80000,0,0
combustion,Honda,N-VAN "L" 4WD,gasoline,16.6,0.658,1794100,80000,0,0
combustion,Honda,N-VAN "FUN" (6MT) FF,gasoline,19.2,0.658,1900800,80000,0,0
combustion,Honda,N-VAN "FUN" (6MT) 4WD,gasoline,17.2,0.658,2046000,80000,0,0
combustion,Honda,N-VAN "FUN" FF,gasoline,18.8,0.658,1900800,80000,0,0
combustion,Honda,N-VAN "FUN" 4WD,gasoline,16.6,0.658,2046000,80000,0,0
combustion,Honda,N-VAN "FUN TURBO" FF,gasoline,18.2,0.658,2024000,80000,0,0
combustion,Honda,N-VAN "FUN TURBO" 4WD,gasoline,16.0,0.658,2169200,80000,0,0
combustion,Honda,N-VAN "FUN NATURE STYLE" FF,gasoline,18.8,0.658,2000900,80000,0,0
combustion,Honda,N-VAN "FUN NATURE STYLE" 4WD,gasoline,16.6,0.658,2146100,80000,0,0
combustion,Honda,N-VAN "FUN NATURE STYLE TURBO" FF,gasoline,18.2,0.658,2124100,80000,0,0
combustion,Honda,N-VAN "FUN NATURE STYLE TURBO" 4WD,gasoline,16.0,0.658,2269300,80000,0,0
combustion,Honda,FIT "BASIC" FF,gasoline,18.7,1.496,1776500,100000,0,0
combustion,Honda,FIT "BASIC" 4WD,gasoline,16.6,1.496,1985500,100000,0,0
combustion,Honda,FIT "e:HEV BASIC" FF,hybrid,30.2,1.496,2208800,100000,0,0
combustion,Honda,FIT "e:HEV BASIC" 4WD,hybrid,25.4,1.496,2417800,100000,0,0
combustion,Honda,FIT "HOME" FF,gasoline,18.5,1.496,2050400,100000,0,0
combustion,Honda,FIT "HOME" 4WD,gasoline,16.6,1.496,2258300,100000,0,0
combustion,Honda,FIT "e:HEV HOME" FF,hybrid,29.0,1.496,2404500,100000,0,0
combustion,Honda,FIT "e:HEV HOME" 4WD,hybrid,25.3,1.496,2615800,100000,0,0
combustion,Honda,FIT "RS" FF,gasoline,17.9,1.496,2218700,100000,0,0
combustion,Honda,FIT "e:HEV RS" FF,hybrid,27.2,1.496,2616900,100000,0,0
combustion,Honda,FIT "CROSSTAR" FF,gasoline,17.6,1.496,2363900,100000,0,0
combustion,Honda,FIT "CROSSTAR" 4WD,gasoline,16.1,1.496,2574000,100000,0,0
combustion,Honda,FIT "e:HEV CROSSTAR" FF,hybrid,27.1,1.496,2710400,100000,0,0
combustion,Honda,FIT "e:HEV CROSSTAR" 4WD,hybrid,24.2,1.496,2920500,100000,0,0
combustion,Honda,FIT "LUXE" FF,gasoline,17.9,1.496,2370500,100000,0,0
combustion,Honda,FIT "LUXE" 4WD,gasoline,16.0,1.496,2578400,100000,0,0
combustion,Honda,FIT "e:HEV LUXE" FF,hybrid,27.6,1.496,2719200,100000,0,0
combustion,Honda,FIT "e:HEV LUXE" 4WD,hybrid,23.5,1.496,2929300,100000,0,0
combustion,Honda,VEZEL "e:HEV X" FF,hybrid,26.0,1.496,2998600,115000,0,0
combustion,Honda,VEZEL "e:HEV X" 4WD,hybrid,21.5,1.496,3218600,115000,0,0
combustion,Honda,VEZEL "e:HEV Z" FF,hybrid,25.3,1.496,3268100,115000,0,0
combustion,Honda,VEZEL "e:HEV Z" 4WD,hybrid,21.3,1.496,3488100,115000,0,0
combustion,Honda,VEZEL "e:HEV RS" FF,hybrid,25.4,1.496,3748800,115000,0,0
combustion,Honda,VEZEL "e:HEV RS" 4WD,hybrid,21.4,1.496,3968800,115000,0,0
combustion,Honda,VEZEL "G" 4WD,gasoline,15.0,1.496,2758800,115000,0,0
combustion,Honda,CR-V "e:HEV RS" FF,hybrid,19.8,1.993,5122700,115000,0,0
combustion,Honda,CR-V "e:HEV RS" 4WD,hybrid,18.2,1.993,5392200,115000,0,0
combustion,Honda,CR-V "e:HEV RS BLACK EDITION",hybrid,18.0,1.993,5779400,115000,0,0
combustion,Honda,ZR-V "e:HEV X" FF,hybrid,22.1,1.993,3707000,115000,0,0
combustion,Honda,ZR-V "e:HEV X" 4WD,hybrid,20.8,1.993,3927000,115000,0,0
combustion,Honda,ZR-V "e:HEV Z" FF,hybrid,22.0,1.993,4307600,115000,0,0
combustion,Honda,ZR-V "e:HEV Z" 4WD,hybrid,20.5,1.993,4527600,115000,0,0
combustion,Honda,ZR-V "e:HEV Z BLACK STYLE" FF,hybrid,22.0,1.993,4479200,115000,0,0
combustion,Honda,ZR-V "e:HEV Z BLACK STYLE" 4WD,hybrid,20.5,1.993,4677200,115000,0,0
combustion,Honda,ZR-V "e:HEV Z CROSS TOURING" FF,hybrid,22.0,1.993,4529800,115000,0,0
combustion,Honda,ZR-V "e:HEV Z CROSS TOURING" 4WD,hybrid,20.5,1.993,4727800,115000,0,0
combustion,Honda,WR-V "X",gasoline,16.4,1.496,2149400,115000,0,0
combustion,Honda,WR-V "Z",gasoline,16.2,1.496,2398000,115000,0,0
combustion,Honda,WR-V "Z BLACK STYLE",gasoline,16.2,1.496,2483800,115000,0,0
combustion,Honda,WR-V "Z+",gasoline,16.2,1.496,2549800,115000,0,0
combustion,Honda,WR-V "Z+ BLACK STYLE",gasoline,16.2,1.496,2580600,115000,0,0
combustion,Honda,FREED "AIR" FF,gasoline,16.5,1.496,2623500,110000,0,0
combustion,Honda,FREED "AIR" 4WD,gasoline,14.5,1.496,2854500,110000,0,0
combustion,Honda,FREED "AIR EX" FF,gasoline,16.4,1.496,2812700,110000,0,0
combustion,Honda,FREED "AIR EX" 4WD,gasoline,14.4,1.496,3043700,110000,0,0
combustion,Honda,FREED "CROSSATR" FF,gasoline,16.4,1.496,2928200,110000,0,0
combustion,Honda,FREED "CROSSTAR" 4WD,gasoline,14.4,1.496,3159200,110000,0,0
combustion,Honda,FREED "e:HEV AIR" FF,hybrid,25.6,1.496,3022800,110000,0,0
combustion,Honda,FREED "e:HEV AIR" 4WD,hybrid,21.3,1.496,3253800,110000,0,0
combustion,Honda,FREED "e:HEV AIR EX" FF,hybrid,25.4,1.496,3212000,110000,0,0
combustion,Honda,FREED "e:HEV AIR EX" 4WD,hybrid,21.2,1.496,3443000,110000,0,0
combustion,Honda,FREED "e:HEV CROSSATR" FF,hybrid,125.5,1.496,3327500,110000,0,0
combustion,Honda,FREED "e:HEV CROSSTAR" 4WD,hybrid,21.3,1.496,3558500,110000,0,0
combustion,Honda,STEP WGN "AIR",gasoline,13.2,1.496,3348400,115000,0,0
combustion,Honda,STEP WGN "AIR EX" FF,gasoline,13.1,1.496,3543100,115000,0,0
combustion,Honda,STEP WGN "AIR EX" 4WD,gasoline,12.2,1.496,3763100,115000,0,0
combustion,Honda,STEP WGN "SPADA" FF,gasoline,12.9,1.496,3603600,115000,0,0
combustion,Honda,STEP WGN "SPADA" 4WD,gasoline,12.1,1.496,3823600,115000,0,0
combustion,Honda,STEP WGN "SPADA PREMIUM LINE" FF,gasoline,12.5,1.496,3873100,115000,0,0
combustion,Honda,STEP WGN "SPADA PREMIUM LINE" 4WD,gasoline,12.1,1.496,4063400,115000,0,0
combustion,Honda,STEP WGN "e:HEV AIR EX",hybrid,19.8,1.993,3938000,115000,0,0
combustion,Honda,STEP WGN "e:HEV SPADA",hybrid,19.6,1.993,3998500,115000,0,0
combustion,Honda,STEP WGN "e:HEV SPADA PREMIUM LINE",hybrid,19.5,1.993,4268000,115000,0,0
combustion,Honda,STEP WGN "e:HEV SPADA PREMIUM LINE BLACK EDITION",hybrid,19.5,1.993,4406600,115000,0,0
combustion,Honda,ODYSSEY "e:HEV ABSOLUTE",hybrid,19.9,1.993,5086400,115000,0,0
combustion,Honda,ODYSSEY "e:HEV ABSOLUTE EX",hybrid,19.6,1.993,5286600,115000,0,0
combustion,Honda,ODYSSEY "e:HEV ABSOLUTE EX BLACK EDITION",hybrid,19.6,1.993,5450500,115000,0,0
combustion,Honda,ACCORD "e:HEV",hybrid,23.8,1.993,5599000,130000,0,0
combustion,Honda,ACCORD "e:HEV Honda SENSING 360+",hybrid,23.8,1.993,5999400,130000,0,0
combustion,Honda,CIVIC "LX",gasoline,15.7,1.496,3544200,110000,0,0
combustion,Honda,CIVIC "EX",gasoline,15.7,1.496,3894000,110000,0,0
combustion,Honda,CIVIC "RS",gasoline,15.3,1.496,4398900,110000,0,0
combustion,Honda,CIVIC "e:HEV LX",hybrid,24.2,1.993,4094200,110000,0,0
combustion,Honda,CIVIC "e:HEV EX",hybrid,24.2,1.993,4403300,110000,0,0
combustion,Honda,CIVIC TYPE R,gasoline,12.5,1.995,4997300,110000,0,0
combustion,Honda,CIVIC TYPE R "RACING BLACK Packeage",gasoline,12.5,1.995,6179800,110000,0,0
combustion,Nissan,NOTE "X",hybrid,28.4,1.198,2328700,105000,0,0
combustion,Nissan,NOTE "X FOUR",hybrid,23.8,1.198,2614700,105000,0,0
combustion,Nissan,NOTE "AUTECH LINE",hybrid,27.6,1.198,2438700,105000,0,0
combustion,Nissan,NOTE "AUTECH LINE FOUR",hybrid,23.0,1.198,2724700,105000,0,0
combustion,Nissan,AURA "G",hybrid,27.2,1.198,2821500,105000,0,0
combustion,Nissan,AURA "G FOUR",hybrid,22.7,1.198,3107500,105000,0,0
combustion,Nissan,AURA "G FOUR leather edition",hybrid,22.7,1.198,3198800,105000,0,0
combustion,Nissan,AURA "NISMO",hybrid,23.3,1.198,3125100,105000,0,0
combustion,Nissan,X-TRAIL "S",hybrid,19.4,1.497,3843400,115000,0,0
combustion,Nissan,X-TRAIL "S e-4ORCE",hybrid,18.1,1.497,4038100,115000,0,0
combustion,Nissan,X-TRAIL "X",hybrid,19.4,1.497,4049100,115000,0,0
combustion,Nissan,X-TRAIL "X e-4ORCE",hybrid,18.1,1.497,4349400,115000,0,0
combustion,Nissan,X-TRAIL "G",hybrid,19.4,1.497,4646400,115000,0,0
combustion,Nissan,X-TRAIL "G e-4ORCE",hybrid,18.1,1.497,4946700,115000,0,0
combustion,Nissan,KICKS "X",hybrid,23.0,1.198,3083300,105000,0,0
combustion,Nissan,KICKS "X FOUR",hybrid,19.2,1.198,3346200,105000,0,0
combustion,Nissan,KICKS "X Two-Tone Interior Edition",hybrid,23.0,1.198,3218600,105000,0,0
combustion,Nissan,KICKS "X Two-Tone Interior Edition FOUR",hybrid,19.2,1.198,3481500,105000,0,0
combustion,Nissan,FAIRLADY Z (6MT),gasoline,9.5,2.997,5497800,150000,0,0
combustion,Nissan,FAIRLADY Z "version S" (6MT),gasoline,9.5,2.997,6347000,150000,0,0
combustion,Nissan,FAIRLADY Z "version ST" (6MT),gasoline,9.5,2.997,6759500,150000,0,0
combustion,Nissan,FAIRLADY Z,gasoline,10.2,2.997,5497800,150000,0,0
combustion,Nissan,FAIRLADY Z "version T",gasoline,10.2,2.997,5959800,150000,0,0
combustion,Nissan,FAIRLADY Z "version ST",gasoline,10.2,2.997,6759500,150000,0,0
combustion,Nissan,FAIRLADY Z "NISMO",gasoline,9.2,2.997,9352200,150000,0,0
combustion,Nissan,ROOX "S" 2WD,gasoline,21.0,0.659,1672000,80000,0,0
combustion,Nissan,ROOX "S" 4WD,gasoline,18.8,0.659,1822700,80000,0,0
combustion,Nissan,ROOX "X" 2WD,gasoline,21.0,0.659,1739100,80000,0,0
combustion,Nissan,ROOX "X" 4WD,gasoline,18.8,0.659,1889800,80000,0,0
combustion,Nissan,ROOX "Highway STAR X" 2WD,gasoline,21.0,0.659,1919500,80000,0,0
combustion,Nissan,ROOX "Highway STAR X" 4WD,gasoline,18.8,0.659,2033900,80000,0,0
combustion,Nissan,ROOX "Highway STAR X ProPILOT Edition" 2WD,gasoline,21.0,0.659,1919500,80000,0,0
combustion,Nissan,ROOX "Highway STAR X ProPILOT Edition" 4WD,gasoline,18.8,0.659,2033900,80000,0,0
combustion,Nissan,ROOX "Highway STAR G TURBO" 2WD,gasoline,19.3,0.659,2159300,80000,0,0
combustion,Nissan,ROOX "Highway STAR G TURBO" 4WD,gasoline,17.4,0.659,2273700,80000,0,0
combustion,Nissan,ROOX "Highway STAR G TURBO ProPILOT Edition" 2WD,gasoline,19.3,0.659,2249500,80000,0,0
combustion,Nissan,ROOX "Highway STAR G TURBO ProPILOT Edition" 4WD,gasoline,17.4,0.659,2363900,80000,0,0
combustion,Nissan,DAYZ "S" 2WD,gasoline,23.2,0.659,1437700,80000,0,0
combustion,Nissan,DAYZ "S" 4WD,gasoline,21.0,0.659,1588400,80000,0,0
combustion,Nissan,DAYZ "X" 2WD,gasoline,23.2,0.659,1478400,80000,0,0
combustion,Nissan,DAYZ "X" 4WD,gasoline,21.0,0.659,1629100,80000,0,0
combustion,Nissan,DAYZ "Highway STAR X" 2WD,gasoline,23.3,0.659,1698400,80000,0,0
combustion,Nissan,DAYZ "Highway STAR X" 4WD,gasoline,21.1,0.659,1849100,80000,0,0
